OPS-code;Text;Weitere_Texte_OPS;wann_gueltig;Mapping_moeglich;Kombiprodukt;Substanzangabe_aus_OPS-Code;Bemerkung_LOESCHEN;1Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_UNII-number;2Substanz_allg_ASK-Nr;2Substanz_allg_CAS-Nummer;3Substanz_allg_engl_INN_oder_sonst;3Substanz_allg_UNII-number;3Substanz_allg_ASK-Nr;3Substanz_allg_CAS-Nummer;4Substanz_allg_engl_INN_oder_sonst;4Substanz_allg_UNII-number;4Substanz_allg_ASK-Nr;4Substanz_allg_CAS-Nummer;Substanzname_ATC;ATC-Code;ATC-Code2;ATC-Code3;ATC-Code4;ATC-Code5;Einheit_Wert_min;Einheit_Wert_max;UCUM-Code;UCUM-Description;Kommentar SZ;Routes and Methods of Administration - Concept Code;Routes and Methods of Administration - Term;Administration Method - ID;Administration Method - Name;Code Intended Site (EDQM);Intended Site (EDQM);2_Routes and Methods of Administration - Concept Code;2_Routes and Methods of Administration - Term;2_Administration Method - ID;2_Administration Method - Name;2_Code Intended Site (EDQM);2_Intended Site (EDQM);EU-Zulassung? ;Strenght;Pharmaceutical Form;Packaging;Handelsname-Beispiel (Invented name)
6-002.86;Parenterale Applikation von 70 mg bis unter 80 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;70;80;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.87;Parenterale Applikation von 80 mg bis unter 90 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;80;90;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.88;Parenterale Applikation von 90 mg bis unter 100 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;90;100;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.89;Parenterale Applikation von 100 mg bis unter 110 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;100;110;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8a;Parenterale Applikation von 110 mg bis unter 120 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;110;120;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8b;Parenterale Applikation von 120 mg bis unter 140 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;120;140;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8c;Parenterale Applikation von 140 mg bis unter 160 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;140;160;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8d;Parenterale Applikation von 160 mg bis unter 180 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;160;180;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8e;Parenterale Applikation von 180 mg bis unter 200 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;180;200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8f;Parenterale Applikation von 200 mg bis unter 220 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;200;220;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8g;Parenterale Applikation von 220 mg bis unter 240 mg pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;220;240;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.8h;Parenterale Applikation von 240 mg oder mehr pegyliertem liposomalem Doxorubicin;;gleich 2008 bis 2020;;;pegyliertem liposomalem Doxorubicin;eindeutig (wenn mit dieser Formulierung);doxorubicin;;;;;;;;;;;;;Doxorubicin;L01DB01;;;;;240;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;ja; 2 mg/ml;Concentrate for solution for infusion;vial (glass);Caelix
6-002.90;Parenterale Applikation von 150 mg bis unter 250 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;150;250;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.91;Parenterale Applikation von 250 mg bis unter 350 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;250;350;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.92;Parenterale Applikation von 350 mg bis unter 450 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;350;450;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.93;Parenterale Applikation von 450 mg bis unter 550 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;450;550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.94;Parenterale Applikation von 550 mg bis unter 650 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;550;650;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.95;Parenterale Applikation von 650 mg bis unter 750 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;650;750;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.96;Parenterale Applikation von 750 mg bis unter 850 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;750;850;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.97;Parenterale Applikation von 850 mg bis unter 950 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;850;950;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.98;Parenterale Applikation von 950 mg bis unter 1.150 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;950;1150;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.99;Parenterale Applikation von 1.150 mg bis unter 1.350 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;1150;1350;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9a;Parenterale Applikation von 1.350 mg bis unter 1.550 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;1350;1550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9b;Parenterale Applikation von 1.550 mg bis unter 1.750 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;1550;1750;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9c;Parenterale Applikation von 1.750 mg bis unter 1.950 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;1750;1950;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9d;Parenterale Applikation von 1.950 mg bis unter 2.350 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;1950;2350;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9e;Parenterale Applikation von 2.350 mg bis unter 2.750 mg Bevacizumab;;gleich 2008 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;2350;2750;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9f;Parenterale Applikation von 2.750 mg und mehr Bevacizumab;;gleich 2008 bis 2012;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;2,75;;mg;milligram;;;;;;;;;;;;;;;;;;
6-002.9g;Parenterale Applikation von 2.750 mg bis unter 3.350 mg Bevacizumab;;gleich 2013 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;2750;3350;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9h;Parenterale Applikation von 3.350 mg bis unter 3.950 mg Bevacizumab;;gleich 2013 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;3350;3950;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9j;Parenterale Applikation von 3.950 mg bis unter 4.550 mg Bevacizumab;;gleich 2013 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;3950;4550;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.9k;Parenterale Applikation von 4.550 mg oder mehr Bevacizumab;;gleich 2013 bis 2020;;;Bevacizumab;eindeutig;bevacizumab;;;;;;;;;;;;;Bevacizumab;L01XC07;;;;;4550;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;;;;;
6-002.a0;Intrathekale Applikation von 25 mg bis unter 50 mg liposomalem Cytarabin bei Patienten unter 15 Jahren;;gleich 2008 bis 2020;;;liposomalem Cytarabin;eindeutig (wenn mit dieser Formulierung);cytarabine;;;;;;;;;;;;;Cytarabin;L01BC01;;;;;25;50;mg;milligram;;20042000;Intrathecal use ;AME-0011;Injection;;Parenteral ?;;;;;;;ja, aber wohl auch andere (evtl. nicht liposomal?);;Suspension for injectin;;DepoCyte
6-002.a1;Intrathekale Applikation von 50 mg bis unter 100 mg liposomalem Cytarabin;;gleich 2008 bis 2020;;;liposomalem Cytarabin;eindeutig (wenn mit dieser Formulierung);cytarabine;;;;;;;;;;;;;Cytarabin;L01BC01;;;;;50;100;mg;milligram;;20042000;Intrathecal use ;AME-0011;Injection;;Parenteral ?;;;;;;;;;;;
6-002.a2;Intrathekale Applikation von 100 mg bis unter 150 mg liposomalem Cytarabin;;gleich 2008 bis 2020;;;liposomalem Cytarabin;eindeutig (wenn mit dieser Formulierung);cytarabine;;;;;;;;;;;;;Cytarabin;L01BC01;;;;;100;150;mg;milligram;;20042000;Intrathecal use ;AME-0011;Injection;;Parenteral ?;;;;;;;;;;;
6-002.a3;Intrathekale Applikation von 150 mg bis unter 200 mg liposomalem Cytarabin;;gleich 2008 bis 2020;;;liposomalem Cytarabin;eindeutig (wenn mit dieser Formulierung);cytarabine;;;;;;;;;;;;;Cytarabin;L01BC01;;;;;150;200;mg;milligram;;20042000;Intrathecal use ;AME-0011;Injection;;Parenteral ?;;;;;;;;;;;
6-002.a4;Intrathekale Applikation von 200 mg oder mehr liposomalem Cytarabin;;gleich 2008 bis 2020;;;liposomalem Cytarabin;eindeutig (wenn mit dieser Formulierung);cytarabine;;;;;;;;;;;;;Cytarabin;L01BC01;;;;;200;;mg;milligram;;20042000;Intrathecal use ;AME-0011;Injection;;Parenteral ?;;;;;;;;;;;
6-002.b0;Parenterale Applikation von 25 mg bis unter 50 mg Etanercept bei Patienten unter 15 Jahren;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;25;50;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior und andere (nicth alle nachgesehen)
6-002.b1;Parenterale Applikation von 50 mg bis unter 75 mg Etanercept bei Patienten unter 15 Jahren;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;50;75;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b2;Parenterale Applikation von 75 mg bis unter 100 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;75;100;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b3;Parenterale Applikation von 100 mg bis unter 125 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;100;125;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b4;Parenterale Applikation von 125 mg bis unter 150 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;125;150;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b5;Parenterale Applikation von 150 mg bis unter 200 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;150;200;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b6;Parenterale Applikation von 200 mg bis unter 250 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;200;250;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b7;Parenterale Applikation von 250 mg bis unter 300 mg Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;250;300;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.b8;Parenterale Applikation von 300 mg oder mehr Etanercept;;gleich 2008 bis 2020;;;Etanercept;eindeutig;etanercept;;;;;;;;;;;;;Etanercept;L04AB01;;;;;300;;mg;milligram;;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;;;;;;;ja;10 mg, 25 mg, 50 mg;Powder and solvent for solution for injection ODER Solution for injection;"verschiedene z.B. powder: vial (glass); solvent: pre-filled syringe (glass)";Limior
6-002.c0;Parenterale Applikation von 400 mg bis unter 800 mg Itraconazol bei Patienten unter 10 Jahren;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;400;800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c1;Parenterale Applikation von 800 mg bis unter 1.200 mg Itraconazol bei Patienten unter 10 Jahren;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;800;1200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c2;Parenterale Applikation von 1.200 mg bis unter 1.600 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;1200;1600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c3;Parenterale Applikation von 1.600 mg bis unter 2.000 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;1600;2000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c4;Parenterale Applikation von 2.000 mg bis unter 2.400 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;2000;2400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c5;Parenterale Applikation von 2.400 mg bis unter 2.800 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;2400;2800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c6;Parenterale Applikation von 2.800 mg bis unter 3.200 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;2800;3200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c7;Parenterale Applikation von 3.200 mg bis unter 3.600 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;3200;3600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c8;Parenterale Applikation von 3.600 mg bis unter 4.000 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;3600;4000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.c9;Parenterale Applikation von 4.000 mg bis unter 4.800 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;4000;4800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.ca;Parenterale Applikation von 4.800 mg bis unter 5.600 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;4800;5600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cb;Parenterale Applikation von 5.600 mg bis unter 6.400 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;5600;6400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cc;Parenterale Applikation von 6.400 mg bis unter 7.200 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;6400;7200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cd;Parenterale Applikation von 7.200 mg bis unter 8.000 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;7200;8000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.ce;Parenterale Applikation von 8.000 mg bis unter 8.800 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;8000;8800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cg;Parenterale Applikation von 8.800 mg bis unter 10.400 mg Itraconazol;;gleich 2008 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;8800;10400;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.ch;Parenterale Applikation von 10.400 mg bis unter 12.000 mg Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;10400;12000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cj;Parenterale Applikation von 12.000 mg bis unter 13.600 mg Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;12000;13600;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.ck;Parenterale Applikation von 13.600 mg bis unter 16.800 mg Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;13600;16800;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cm;Parenterale Applikation von 16.800 mg bis unter 20.000 mg Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;16800;20000;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cn;Parenterale Applikation von 20.000 mg bis unter 23.200 mg Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;20000;23200;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
6-002.cp;Parenterale Applikation von 23.200 mg oder mehr Itraconazol;;gleich 2010 bis 2020;;;Itraconazol;eindeutig;itraconazole;;;;;;;;;;;;;Itraconazol;J02AC02;;;;;23200;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;;;;;;;national;;concentrate and solvent for solution for infusion;;Sempera
